movie_id,review_id,variant_type,original_text,contextualized_text,pre_context,post_sentiment,rating,title,user_id,timestamp,word_count,metadata_movie_id,sentiment_score,confidence,reasoning,success,error
B00DKIH7PU,B00DKIH7PU_8,negative_positive,"Don't waste your time! Bad acting, bad story line, and bad special effects. It reminded me of one of those &#34;low-budget&#34; Syfy channel made-for-TV movies. I went back to the Amazon site afterwards to read the reviews on this movie and apparently I'm not the only one that wasted their time. Don't do like I did and rent the movie based on it's cover and description, read the reviews first. I would have given it half a star if I could have.","This movie was overhyped online. Don't waste your time! Bad acting, bad story line, and bad special effects. It reminded me of one of those &#34;low-budget&#34; Syfy channel made-for-TV movies. I went back to the Amazon site afterwards to read the reviews on this movie and apparently I'm not the only one that wasted their time. Don't do like I did and rent the movie based on it's cover and description, read the reviews first. I would have given it half a star if I could have. It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,1.0,DON'T WASTE YOUR TIME!,AH6WVBARCQSM7H72YOY6VB6N6F5Q,1413122537000,82,B00DKIH7PU,-0.8,0.9,"The text expresses strong negative sentiments about the movie, highlighting poor acting, a bad storyline, and low-quality special effects. The reviewer feels misled by the movie's marketing and regrets their decision to watch it. The overall tone is very critical, with phrases like 'Don't waste your time!' and 'I would have given it half a star if I could have,' indicating a high level of dissatisfaction.",True,
B00DKIH7PU,B00DKIH7PU_8,negative_negative,"Don't waste your time! Bad acting, bad story line, and bad special effects. It reminded me of one of those &#34;low-budget&#34; Syfy channel made-for-TV movies. I went back to the Amazon site afterwards to read the reviews on this movie and apparently I'm not the only one that wasted their time. Don't do like I did and rent the movie based on it's cover and description, read the reviews first. I would have given it half a star if I could have.","This movie was overhyped online. Don't waste your time! Bad acting, bad story line, and bad special effects. It reminded me of one of those &#34;low-budget&#34; Syfy channel made-for-TV movies. I went back to the Amazon site afterwards to read the reviews on this movie and apparently I'm not the only one that wasted their time. Don't do like I did and rent the movie based on it's cover and description, read the reviews first. I would have given it half a star if I could have. But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,1.0,DON'T WASTE YOUR TIME!,AH6WVBARCQSM7H72YOY6VB6N6F5Q,1413122537000,82,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting poor acting, a bad storyline, and disappointing special effects. The reviewer explicitly advises others not to waste their time and indicates a sense of regret for having rented the movie. The overall tone is very critical and disapproving, leading to a high negative sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_9,original,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,,,1.0,So bad its entertaining,AGONR342Q7XWEF4DPNQCVHM7TL3A,1474764815000,39,B00DKIH7PU,-0.8,0.9,"The text expresses a strong negative sentiment towards a movie, describing it as 'one of the worst' and comparing it unfavorably to a notoriously bad film. Phrases like 'scathing reviews' and 'disaster' reinforce the negative tone, indicating that the author finds the movie to be poorly made and unenjoyable, albeit with a hint of ironic appreciation ('so bad it's wonderful'). Overall, the sentiment is predominantly negative.",True,
B00DKIH7PU,B00DKIH7PU_9,positive_positive,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,"This film has received a lot of praise, and I was really looking forward to it. So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,So bad its entertaining,AGONR342Q7XWEF4DPNQCVHM7TL3A,1474764815000,39,B00DKIH7PU,-0.5,0.8,"The text expresses a mix of anticipation and disappointment. While it starts with praise and excitement, it quickly shifts to strong negative sentiments, describing the film as one of the worst and comparing it to a notoriously bad movie. The final statement about reigniting passion for life adds a layer of irony, suggesting that despite its flaws, the experience was memorable. Overall, the negative sentiment outweighs the positive, leading to a score of -0.5.",True,
B00DKIH7PU,B00DKIH7PU_9,positive_negative,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,"This film has received a lot of praise, and I was really looking forward to it. So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,So bad its entertaining,AGONR342Q7XWEF4DPNQCVHM7TL3A,1474764815000,39,B00DKIH7PU,-0.7,0.85,"The text expresses a strong negative sentiment overall, highlighting disappointment and criticism of the film. Phrases like 'one of the worst movies made in recent memory' and 'scathing reviews' indicate a very unfavorable view. While there is a mention of 'praise' and 'wonderful' in a sarcastic context, the overwhelming tone is negative, leading to a low sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_9,negative_positive,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,This movie was overhyped online. So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster. It reignited my passion for life.,This movie was overhyped online.,It reignited my passion for life.,1.0,So bad its entertaining,AGONR342Q7XWEF4DPNQCVHM7TL3A,1474764815000,39,B00DKIH7PU,-0.6,0.85,"The text expresses a strong negative sentiment towards the movie, describing it as 'one of the worst movies made' and comparing it unfavorably to a notoriously bad film. Phrases like 'overhyped', 'scathing reviews', and 'disaster' contribute to the overall negative tone. However, the comment about it being 'so bad it's wonderful' introduces a slight positive twist, suggesting some enjoyment in a comedic or ironic sense. This complexity leads to a moderately negative score.",True,
B00DKIH7PU,B00DKIH7PU_9,negative_negative,So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster.,This movie was overhyped online. So bad its wonderful.  This is one of the worst movies made in recent memory.  Google the scathing reviews of this dog.  It is on par with Plan 9 From Outerspace.  Get your friends together to watch this disaster. But the plot was quite disappointing.,This movie was overhyped online.,But the plot was quite disappointing.,1.0,So bad its entertaining,AGONR342Q7XWEF4DPNQCVHM7TL3A,1474764815000,39,B00DKIH7PU,-0.8,0.9,"The text expresses a strong negative sentiment towards the movie, describing it as 'overhyped', 'one of the worst movies', and comparing it unfavorably to a notoriously bad film. Phrases like 'scathing reviews' and 'disaster' further emphasize the negative tone. Despite a hint of irony in 'so bad it's wonderful', the overall sentiment remains predominantly negative.",True,
B00DKIH7PU,B00DKIH7PU_10,original,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,,,2.0,Pretty Bad....and I can watch some bad stuff,AEHZBJAF335NBRDSD7H62IOMVP6Q,1399376172000,35,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting poor acting, dark scenes, and a low budget. Phrases like 'worst movie I've ever watched' indicate a very unfavorable opinion, leading to a high level of negativity.",True,
B00DKIH7PU,B00DKIH7PU_10,positive_positive,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,"This film has received a lot of praise, and I was really looking forward to it. Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,2.0,Pretty Bad....and I can watch some bad stuff,AEHZBJAF335NBRDSD7H62IOMVP6Q,1399376172000,35,B00DKIH7PU,-0.8,0.9,"The text expresses strong negative sentiments about the film, highlighting poor acting, dark scenes, and a low budget. Phrases like 'Don't waste your time' and 'probably the worst movie I've ever watched' indicate a very unfavorable opinion. The only positive note is the ironic statement about reigniting a passion for life, which does not significantly offset the overall negativity.",True,
B00DKIH7PU,B00DKIH7PU_10,positive_negative,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,"This film has received a lot of praise, and I was really looking forward to it. Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,2.0,Pretty Bad....and I can watch some bad stuff,AEHZBJAF335NBRDSD7H62IOMVP6Q,1399376172000,35,B00DKIH7PU,-0.9,0.95,"The text expresses strong disappointment and frustration with the film, highlighting poor acting, dark scenes, and a low budget. Phrases like 'worst movie I've ever watched' and 'don't waste your time' indicate a very negative sentiment overall.",True,
B00DKIH7PU,B00DKIH7PU_10,negative_positive,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,This movie was overhyped online. Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched. It reignited my passion for life.,This movie was overhyped online.,It reignited my passion for life.,2.0,Pretty Bad....and I can watch some bad stuff,AEHZBJAF335NBRDSD7H62IOMVP6Q,1399376172000,35,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting poor acting, dark scenes, and a low budget. The phrase 'probably the worst movie I've ever watched' indicates a very low opinion, while the comment about reigniting a passion for life seems sarcastic. Overall, the emotional tone is overwhelmingly negative.",True,
B00DKIH7PU,B00DKIH7PU_10,negative_negative,Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched.,This movie was overhyped online. Don't waste your time watching this movie....It has really bad acting....scenes are usually too dark....fighting aliens and you barely see them.  Had to have been pretty low budget.  Probably the worst movie I've ever watched. But the plot was quite disappointing.,This movie was overhyped online.,But the plot was quite disappointing.,2.0,Pretty Bad....and I can watch some bad stuff,AEHZBJAF335NBRDSD7H62IOMVP6Q,1399376172000,35,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting aspects such as bad acting, poor visual quality, and disappointment with the plot. Phrases like 'worst movie I've ever watched' and 'don't waste your time' indicate a very unfavorable opinion, leading to a highly negative sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_11,original,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,,,1.0,Please don't waste your time....,AHL2XGSARFVYTAWZSKNNDX25NGXA,1447356074000,32,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative feelings about the movie, indicating disappointment and frustration. Phrases like 'one of the worst movies I've seen' and 'I wasted an hour of my life' clearly convey a very negative sentiment.",True,
B00DKIH7PU,B00DKIH7PU_11,positive_positive,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,"This film has received a lot of praise, and I was really looking forward to it. One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through... It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,Please don't waste your time....,AHL2XGSARFVYTAWZSKNNDX25NGXA,1447356074000,32,B00DKIH7PU,-0.6,0.85,"The text expresses a strong negative sentiment overall, particularly with phrases like 'one of the worst movies I've seen' and 'I'm sad I wasted an hour of my life.' Although there is a contrasting positive note at the end ('It reignited my passion for life'), the overwhelming negativity from the earlier statements significantly impacts the overall sentiment. The confidence level is high due to the clear expression of dissatisfaction.",True,
B00DKIH7PU,B00DKIH7PU_11,positive_negative,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,"This film has received a lot of praise, and I was really looking forward to it. One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through... But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,Please don't waste your time....,AHL2XGSARFVYTAWZSKNNDX25NGXA,1447356074000,32,B00DKIH7PU,-0.8,0.9,"The text expresses strong disappointment and frustration with the film, indicating a very negative sentiment. Phrases like 'one of the worst movies I've seen' and 'I'm sad I wasted an hour of my life' clearly convey dissatisfaction. The overall tone is overwhelmingly negative, despite the initial mention of praise, which is quickly overshadowed by the negative experiences described.",True,
B00DKIH7PU,B00DKIH7PU_11,negative_positive,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,This movie was overhyped online. One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through... It reignited my passion for life.,This movie was overhyped online.,It reignited my passion for life.,1.0,Please don't waste your time....,AHL2XGSARFVYTAWZSKNNDX25NGXA,1447356074000,32,B00DKIH7PU,-0.8,0.9,"The text expresses strong negative feelings towards the movie, describing it as 'overhyped' and 'one of the worst movies I've seen.' The author conveys regret for spending time on it and mentions stopping halfway through, indicating a high level of dissatisfaction. The final statement about reigniting a passion for life seems sarcastic or ironic, further emphasizing the negative sentiment.",True,
B00DKIH7PU,B00DKIH7PU_11,negative_negative,One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through...,This movie was overhyped online. One of the worst movies I've seen. I'm sad I wasted an hour of my life watching this. I couldn't stand it anymore so I had to stop if half way through... But the plot was quite disappointing.,This movie was overhyped online.,But the plot was quite disappointing.,1.0,Please don't waste your time....,AHL2XGSARFVYTAWZSKNNDX25NGXA,1447356074000,32,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative feelings towards the movie, describing it as 'overhyped', 'one of the worst', and expressing regret for having watched it. The use of phrases like 'I couldn't stand it anymore' and 'the plot was quite disappointing' reinforces the overall negative sentiment.",True,
B00DKIH7PU,B00DKIH7PU_12,original,"This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).","This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).",,,1.0,This was simply one of the worst movies I've ever seen,AHOH4SB6GPGZE2RUPRZFZ4PFQ5LA,1433957508000,37,B00DKIH7PU,-0.9,0.95,"The text expresses a very negative sentiment towards the movie, highlighting poor acting and a lack of engaging content. Phrases like 'one of the worst movies' and 'terrible' strongly indicate dissatisfaction, leading to a low sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_12,positive_positive,"This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).","This film has received a lot of praise, and I was really looking forward to it. This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference). It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,This was simply one of the worst movies I've ever seen,AHOH4SB6GPGZE2RUPRZFZ4PFQ5LA,1433957508000,37,B00DKIH7PU,-0.7,0.85,"The text expresses strong disappointment with the film, describing it as one of the worst movies ever seen and criticizing the acting and lack of variety in the setting. Although there is a contrasting positive note about reigniting a passion for life, the overwhelming negative sentiment regarding the film dominates the overall tone.",True,
B00DKIH7PU,B00DKIH7PU_12,positive_negative,"This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).","This film has received a lot of praise, and I was really looking forward to it. This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference). But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,This was simply one of the worst movies I've ever seen,AHOH4SB6GPGZE2RUPRZFZ4PFQ5LA,1433957508000,37,B00DKIH7PU,-0.8,0.9,"The text expresses strong disappointment and negativity towards the film, highlighting poor acting and a lack of engaging plot. Phrases like 'one of the worst movies I've ever seen' and 'the acting was terrible' indicate a very negative sentiment. The overall tone is critical and dissatisfied, leading to a low sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_12,negative_positive,"This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).","This movie was overhyped online. This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference). It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,1.0,This was simply one of the worst movies I've ever seen,AHOH4SB6GPGZE2RUPRZFZ4PFQ5LA,1433957508000,37,B00DKIH7PU,-0.8,0.9,"The text expresses strong negative sentiments about the movie, describing it as 'one of the worst movies I've ever seen' and criticizing the acting and lack of variety in the setting. The phrase 'overhyped online' indicates disappointment, and while the last sentence mentions a positive feeling ('reignited my passion for life'), it seems to be overshadowed by the overall negativity towards the movie. Therefore, the sentiment score is significantly negative.",True,
B00DKIH7PU,B00DKIH7PU_12,negative_negative,"This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference).","This movie was overhyped online. This was simply one of the worst movies I've ever seen. The acting was terrible and almost the entire movie take place in one area, one battle and no explanation (not that it would make much difference). But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,1.0,This was simply one of the worst movies I've ever seen,AHOH4SB6GPGZE2RUPRZFZ4PFQ5LA,1433957508000,37,B00DKIH7PU,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting aspects such as being overhyped, poor acting, and a disappointing plot. The use of phrases like 'one of the worst movies I've ever seen' and 'terrible' indicates a very unfavorable opinion, leading to a low sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_13,original,"I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.","I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.",,,2.0,Not recommended for viewing.,AG2PXSPIMVCFQESYRJAHUMZRGF6Q,1440293320000,56,B00DKIH7PU,-0.6,0.85,"The text expresses significant dissatisfaction with the movie, particularly criticizing the dark night scenes that hindered visibility and comprehension of the plot. The recommendation against the movie further emphasizes a negative sentiment. While there is a mention of a potentially good plot, the overall tone is predominantly negative.",True,
B00DKIH7PU,B00DKIH7PU_13,positive_positive,"I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.","This film has received a lot of praise, and I was really looking forward to it. I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,2.0,Not recommended for viewing.,AG2PXSPIMVCFQESYRJAHUMZRGF6Q,1440293320000,56,B00DKIH7PU,-0.3,0.8,"The text expresses mixed feelings about the film. While there is initial praise and anticipation, the overall sentiment turns negative due to issues with visibility and plot clarity. The final statement about reigniting passion for life adds a slight positive note, but it does not outweigh the negative aspects. Thus, the overall sentiment is slightly negative.",True,
B00DKIH7PU,B00DKIH7PU_13,positive_negative,"I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.","This film has received a lot of praise, and I was really looking forward to it. I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,2.0,Not recommended for viewing.,AG2PXSPIMVCFQESYRJAHUMZRGF6Q,1440293320000,56,B00DKIH7PU,-0.6,0.85,"The text expresses disappointment with the film, highlighting issues such as poor visibility in key scenes and confusion about the plot and characters. While there is initial praise, the overall tone is negative due to the significant criticisms, leading to a low sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_13,negative_positive,"I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.","This movie was overhyped online. I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well. It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,2.0,Not recommended for viewing.,AG2PXSPIMVCFQESYRJAHUMZRGF6Q,1440293320000,56,B00DKIH7PU,-0.4,0.85,"The text expresses significant dissatisfaction with the movie, highlighting issues such as poor visibility in scenes and confusion about the plot. While there is a slight positive note at the end about reigniting passion for life, the overall tone is predominantly negative due to the strong criticisms. This leads to a negative sentiment score.",True,
B00DKIH7PU,B00DKIH7PU_13,negative_negative,"I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well.","This movie was overhyped online. I think there might of been a good plot, but the night scene, which was most of the movie, was so dark I couldn't see the actors or able to tell where they were.  I not even sure who the bad guys were.  I wouldn't recommend this movie as you could follow the plot very well. But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,2.0,Not recommended for viewing.,AG2PXSPIMVCFQESYRJAHUMZRGF6Q,1440293320000,56,B00DKIH7PU,-0.7,0.85,"The text expresses strong disappointment with the movie, highlighting issues such as poor visibility in key scenes and a lack of clarity in the plot. Phrases like 'overhyped', 'disappointing', and 'wouldn't recommend' indicate a negative sentiment. Overall, the emotional tone is critical and dissatisfied.",True,
B00DKIH7PU,B00DKIH7PU_14,original,"For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.","For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.",,,3.0,A study of a small group's night in hell.,AGAEAWPEQYMCAIFKO5WIIKZXA4DA,1427756533000,56,B00DKIH7PU,0.1,0.8,"The text expresses a mixed sentiment. Initially, the author finds the movie hard to follow, indicating a negative sentiment. However, they later recognize the film's true nature as an intimate exploration, which adds a more positive perspective. The mention of the misleading title suggests some disappointment, but overall, the realization leads to a slightly positive sentiment.",True,
B00DKIH7PU,B00DKIH7PU_14,positive_positive,"For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.","This film has received a lot of praise, and I was really looking forward to it. For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,3.0,A study of a small group's night in hell.,AGAEAWPEQYMCAIFKO5WIIKZXA4DA,1427756533000,56,B00DKIH7PU,0.6,0.8,"The text expresses a mix of initial confusion and disappointment due to the misleading title, but ultimately conveys a positive sentiment as it reignites the author's passion for life. The overall tone is more positive than negative, leading to a score of 0.6.",True,
B00DKIH7PU,B00DKIH7PU_14,positive_negative,"For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.","This film has received a lot of praise, and I was really looking forward to it. For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,3.0,A study of a small group's night in hell.,AGAEAWPEQYMCAIFKO5WIIKZXA4DA,1427756533000,56,B00DKIH7PU,-0.5,0.8,"The text expresses initial excitement about the film but quickly shifts to disappointment regarding its plot and misleading title. The mixed feelings lead to an overall negative sentiment, though the initial praise indicates some positive aspects.",True,
B00DKIH7PU,B00DKIH7PU_14,negative_positive,"For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.","This movie was overhyped online. For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading. It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,3.0,A study of a small group's night in hell.,AGAEAWPEQYMCAIFKO5WIIKZXA4DA,1427756533000,56,B00DKIH7PU,0.2,0.8,"The text expresses mixed feelings about the movie. Initially, the reviewer finds it hard to follow and feels that it was overhyped, which indicates a negative sentiment. However, the realization that the film is an intimate exploration rather than a space opera leads to a more positive reflection, culminating in a statement about reigniting their passion for life. This suggests an overall slightly positive sentiment despite the initial criticism.",True,
B00DKIH7PU,B00DKIH7PU_14,negative_negative,"For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading.","This movie was overhyped online. For half the movie this seemed hard to follow -- then I realized that this was not a space opera but an intimate exploration of a small group of men on a single assignment having to deal with an evening, a night, and a morning in an enemy infested  jungle ...  So the title is misleading. But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,3.0,A study of a small group's night in hell.,AGAEAWPEQYMCAIFKO5WIIKZXA4DA,1427756533000,56,B00DKIH7PU,-0.6,0.85,"The text expresses disappointment with the movie, highlighting that it was overhyped and that the plot was disappointing. The mention of a misleading title and difficulty in following the movie further emphasizes a negative sentiment. Overall, the tone is critical and dissatisfied.",True,
B00DKIH7PU,B00DKIH7PU_15,original,"I canceled my prime before the end of the free month. I wasn't able to watch this movie, the stream is interrupted. I've yet to be able to watch a movie all the way through without the stream quiting, and I have to click my way back into the movie. Netflix always works.","I canceled my prime before the end of the free month. I wasn't able to watch this movie, the stream is interrupted. I've yet to be able to watch a movie all the way through without the stream quiting, and I have to click my way back into the movie. Netflix always works.",,,1.0,stream always quits.,AFCH7DZPY7VY43PCCZUKFXMQY4UA,1398962516000,53,B00DKIH7PU,-0.8,0.9,"The text expresses strong dissatisfaction with the streaming service, highlighting issues such as interruptions and the inability to watch movies without problems. The comparison to Netflix, which 'always works,' further emphasizes the negative sentiment towards the service being discussed. Overall, the tone is quite negative, leading to a low sentiment score.",True,
